source_ip,destination_ip,bytes,packets,unique_dest_ips,total_bytes,packet_rate,timestamp,is_anomaly
201.144.22.178,103.112.75.230,4032,47,4,16128,5.17,2024-10-11 20:40:28,0
193.214.166.143,132.190.124.248,5774,54,1,5774,7.95,2024-10-12 13:43:09,0
174.196.36.95,36.37.99.55,3609,52,4,14436,8.02,2024-09-26 11:59:53,0
17.99.17.104,82.208.207.79,5421,61,4,21684,11.91,2024-09-22 16:41:01,0
186.228.227.5,118.187.171.73,6048,51,4,24192,9.53,2024-09-22 03:28:38,0
199.98.163.108,182.155.77.121,5804,57,3,17412,7.78,2024-10-16 04:42:07,0
72.129.35.56,202.249.172.246,3865,39,5,19325,6.24,2024-09-25 23:34:39,0
219.203.142.23,152.153.215.154,5699,52,1,5699,12.01,2024-09-26 04:40:38,0
200.57.10.117,164.175.135.130,6262,44,5,31310,13.57,2024-10-13 10:31:29,0
95.224.240.224,207.21.133.36,5118,52,3,15354,12.14,2024-09-21 19:01:03,0
95.204.208.208,180.129.230.154,4382,35,2,8764,10.71,2024-10-02 09:59:43,0
171.40.1.22,12.203.98.45,5903,50,4,23612,9.28,2024-09-28 12:54:47,0
89.38.11.130,18.123.49.2,5039,41,1,5039,10.33,2024-10-14 13:52:34,0
22.26.139.70,14.119.78.27,5680,51,3,17040,9.3,2024-09-24 06:56:42,0
193.120.126.165,120.244.71.186,3555,71,4,14220,9.2,2024-09-21 08:01:37,0
54.87.88.76,52.237.9.100,5545,51,4,22180,8.23,2024-09-26 17:09:08,0
97.204.34.235,40.45.153.82,4033,47,2,8066,10.39,2024-10-14 16:17:35,0
173.89.78.191,99.136.108.244,3414,66,3,10242,9.49,2024-10-13 13:08:18,0
20.86.240.223,10.134.64.118,4713,50,3,14139,12.88,2024-09-30 07:24:07,0
194.98.15.82,84.69.228.169,5366,63,2,10732,10.67,2024-10-09 19:47:26,0
181.153.5.2,32.103.34.150,6461,53,1,6461,9.65,2024-09-25 12:23:47,0
152.86.69.133,89.7.182.194,3985,60,1,3985,9.07,2024-09-21 08:40:31,0
177.233.106.229,50.63.80.41,4341,63,1,4341,8.47,2024-10-07 10:22:05,0
15.197.41.191,5.131.182.143,4287,44,5,21435,8.51,2024-10-03 10:45:41,0
122.201.232.214,44.104.148.85,4614,35,3,13842,16.06,2024-10-10 05:11:59,0
10.161.92.66,95.43.223.62,4288,50,5,21440,10.86,2024-10-12 02:49:49,0
193.188.131.238,16.169.95.90,3841,50,3,11523,8.63,2024-09-25 10:00:15,0
55.13.5.169,174.205.181.49,4371,28,4,17484,8.67,2024-09-23 07:29:15,0
222.246.100.172,139.150.18.94,4290,45,1,4290,9.32,2024-09-30 03:11:23,0
100.236.63.43,36.242.134.167,4638,56,3,13914,9.14,2024-09-29 13:28:40,0
194.85.254.140,170.58.216.19,4338,52,2,8676,12.05,2024-10-05 16:17:29,0
53.164.239.181,31.168.18.157,4604,40,5,23020,8.48,2024-10-06 04:30:40,0
49.8.88.64,183.53.2.53,3356,34,3,10068,11.17,2024-10-16 03:47:28,0
157.207.192.103,89.138.221.186,5576,45,5,27880,12.54,2024-09-18 21:09:30,0
146.120.221.20,102.175.121.144,4454,41,2,8908,10.71,2024-09-30 23:22:04,0
214.155.219.222,129.234.134.46,5114,47,4,20456,11.54,2024-09-19 13:01:23,0
29.65.67.120,4.203.169.197,3049,48,4,12196,9.71,2024-10-09 19:20:41,0
55.194.1.220,208.135.148.167,4683,49,5,23415,12.46,2024-10-07 21:25:28,0
95.145.198.221,104.14.204.75,3654,43,1,3654,9.98,2024-09-20 21:04:58,0
82.175.70.35,17.222.6.43,23863,136,46,1097698,96.04,2024-09-30 14:15:36,1
155.96.121.247,106.2.57.66,5949,49,1,5949,7.35,2024-10-04 03:29:47,0
128.83.56.124,5.55.97.40,4468,53,5,22340,11.33,2024-10-04 15:35:15,0
196.40.220.144,126.25.177.194,5997,41,5,29985,9.76,2024-09-21 11:56:20,0
219.226.240.52,82.185.114.186,5876,45,3,17628,7.92,2024-10-12 04:40:55,0
219.72.133.176,221.48.248.32,3815,33,1,3815,9.66,2024-10-16 18:23:58,0
96.224.56.75,87.198.178.126,4371,46,5,21855,10.13,2024-09-19 11:30:40,0
175.242.143.137,71.108.151.104,5265,60,5,26325,10.2,2024-09-25 01:28:52,0
211.255.133.157,72.140.127.246,2717,69,1,2717,5.82,2024-09-18 23:41:44,0
114.210.9.203,49.96.166.235,4805,49,4,19220,10.91,2024-10-15 13:41:54,0
161.170.36.95,218.149.191.168,4260,63,1,4260,11.1,2024-09-24 10:21:05,0
48.48.123.206,170.185.75.175,6653,52,4,26612,7.15,2024-09-23 09:56:07,0
87.163.236.127,162.202.230.111,5652,59,2,11304,11.1,2024-10-12 05:38:46,0
174.226.157.59,204.230.1.149,5125,64,5,25625,9.09,2024-09-25 17:53:00,0
90.37.233.119,160.70.211.172,7385,55,5,36925,9.06,2024-09-21 07:22:20,0
176.148.159.68,189.18.223.94,2428,56,2,4856,10.77,2024-10-11 02:56:40,0
142.244.43.83,186.127.239.89,3807,75,4,15228,9.68,2024-09-18 21:31:27,0
42.227.113.93,143.36.57.104,4255,39,2,8510,10.46,2024-09-25 07:28:02,0
162.215.236.102,87.83.175.191,5117,54,4,20468,8.3,2024-09-28 19:02:38,0
131.243.77.34,202.174.161.88,28468,201,47,1337996,113.19,2024-09-21 18:21:28,1
104.195.7.115,32.156.98.41,4665,42,2,9330,10.23,2024-09-22 01:32:07,0
173.49.80.61,178.45.254.149,4295,60,3,12885,11.02,2024-10-10 23:55:09,0
171.40.125.29,141.143.67.184,5495,49,5,27475,6.09,2024-10-15 19:59:47,0
147.250.217.113,112.157.104.16,4961,48,4,19844,11.82,2024-09-24 01:23:56,0
119.29.146.44,69.228.81.0,7191,49,3,21573,11.49,2024-10-10 17:25:50,0
158.147.203.235,27.16.149.104,4449,59,1,4449,10.77,2024-10-07 07:14:28,0
32.50.0.32,43.143.190.146,5484,66,5,27420,7.9,2024-10-15 12:48:13,0
130.206.119.180,50.107.188.226,5389,63,4,21556,10.92,2024-09-27 00:12:04,0
196.202.183.180,133.251.68.242,25097,210,47,1179559,124.84,2024-10-12 06:19:00,1
82.184.30.14,18.138.25.226,6663,75,5,33315,11.92,2024-10-09 07:33:05,0
184.204.169.182,164.89.41.149,6030,45,5,30150,13.3,2024-09-21 23:38:05,0
147.24.57.101,41.84.253.6,5023,39,5,25115,11.43,2024-10-03 06:37:03,0
47.189.156.242,64.110.185.217,5104,58,3,15312,8.88,2024-09-30 05:44:42,0
204.172.63.192,222.138.67.164,7578,46,4,30312,10.12,2024-09-23 10:12:35,0
146.105.163.245,216.34.22.234,5468,56,5,27340,10.74,2024-09-28 05:45:14,0
197.218.18.213,10.84.86.66,5409,70,3,16227,7.41,2024-10-03 16:33:29,0
54.130.162.114,79.191.32.35,5254,47,1,5254,12.73,2024-09-24 10:05:58,0
183.169.181.225,209.194.241.213,4666,52,5,23330,11.12,2024-09-20 00:51:29,0
144.134.210.166,204.159.4.129,4370,26,2,8740,8.71,2024-10-06 19:24:08,0
158.251.229.141,130.55.187.221,6051,49,4,24204,14.69,2024-10-12 09:10:07,0
32.85.222.253,11.175.138.24,4662,37,2,9324,9.4,2024-09-25 06:05:21,0
12.117.245.41,170.85.219.119,4208,48,2,8416,9.44,2024-10-05 00:00:25,0
211.185.249.174,105.221.18.83,4273,48,5,21365,11.04,2024-09-24 21:33:47,0
68.66.238.243,14.122.248.14,4120,30,4,16480,8.5,2024-10-05 17:28:27,0
220.222.2.139,215.151.55.235,4533,34,1,4533,11.78,2024-10-04 16:21:58,0
117.148.222.40,5.139.124.224,4837,47,5,24185,10.24,2024-09-23 19:59:08,0
211.204.49.72,41.210.27.174,3472,49,2,6944,8.24,2024-09-23 10:22:06,0
191.148.236.146,154.104.185.142,4687,45,5,23435,7.99,2024-09-27 20:07:18,0
133.216.19.13,216.112.0.58,6194,29,2,12388,8.53,2024-10-04 21:41:43,0
37.141.137.123,10.47.130.58,5260,59,4,21040,7.2,2024-10-12 03:54:25,0
139.69.246.113,6.27.191.104,5766,37,3,17298,9.43,2024-09-18 11:13:40,0
15.113.236.158,8.35.199.170,3281,49,3,9843,12.31,2024-10-09 10:54:17,0
8.168.21.234,203.60.227.86,3555,54,4,14220,12.74,2024-09-30 17:52:42,0
183.174.221.108,38.200.148.200,5533,49,2,11066,8.47,2024-10-04 21:16:03,0
199.140.186.150,12.216.144.50,6427,36,3,19281,7.45,2024-10-03 10:42:16,0
107.209.7.185,156.62.191.147,4826,43,4,19304,9.64,2024-09-19 06:02:47,0
103.94.155.163,2.85.5.105,2192,46,4,8768,9.12,2024-10-03 18:09:28,0
51.133.214.76,194.101.9.22,2109,62,1,2109,8.96,2024-09-22 15:18:43,0
219.20.212.99,68.59.246.173,5706,40,5,28530,10.6,2024-09-23 11:09:52,0
114.86.226.72,88.121.182.199,5489,42,2,10978,8.4,2024-09-24 13:42:05,0
144.235.186.155,62.174.194.100,4910,30,3,14730,10.49,2024-10-16 14:35:20,0
36.231.229.242,221.193.212.149,2468,54,3,7404,8.56,2024-09-29 07:50:00,0
63.214.247.48,107.216.15.113,5185,57,1,5185,10.25,2024-10-09 09:27:05,0
55.255.188.107,216.54.219.73,4585,47,4,18340,12.18,2024-09-23 12:47:03,0
212.10.21.121,103.202.100.28,5382,36,2,10764,14.37,2024-09-28 22:42:15,0
164.245.208.115,134.166.230.73,5870,38,2,11740,9.17,2024-09-18 14:40:35,0
198.118.108.39,136.6.201.126,3542,60,1,3542,12.82,2024-09-25 22:16:48,0
75.111.209.184,86.1.81.239,5281,50,4,21124,10.11,2024-10-14 18:04:02,0
26.13.216.86,137.230.130.30,4385,53,3,13155,8.85,2024-09-24 08:57:14,0
206.51.96.121,169.20.66.21,3920,39,2,7840,9.53,2024-10-05 23:11:48,0
214.237.94.111,54.85.245.190,4988,61,1,4988,11.04,2024-10-06 22:05:54,0
177.240.48.143,45.37.211.50,5002,54,3,15006,7.03,2024-09-23 21:51:42,0
132.165.222.103,22.242.111.243,6280,51,5,31400,10.68,2024-10-07 18:22:05,0
15.177.55.222,120.125.22.51,5266,23,1,5266,7.91,2024-09-29 15:48:14,0
222.37.226.251,4.32.154.164,6032,47,4,24128,11.88,2024-10-02 11:35:15,0
148.77.233.41,165.42.228.179,4975,47,5,24875,11.58,2024-09-23 13:30:58,0
10.94.43.103,134.177.164.245,4239,47,5,21195,9.05,2024-09-30 21:45:20,0
163.124.105.104,192.149.165.80,3108,55,3,9324,11.53,2024-09-20 02:48:48,0
63.219.133.71,132.208.16.232,6737,32,3,20211,6.34,2024-10-17 01:31:30,0
1.237.241.86,49.149.135.172,6280,36,1,6280,10.79,2024-09-27 20:54:36,0
56.88.156.42,159.178.230.38,4191,45,5,20955,11.71,2024-09-22 17:42:34,0
165.201.147.79,86.128.77.204,4011,56,2,8022,11.7,2024-09-29 20:35:23,0
147.151.105.130,14.237.243.125,3064,44,2,6128,9.56,2024-10-05 02:33:39,0
142.245.222.48,201.167.176.196,3641,57,1,3641,10.98,2024-09-22 13:58:54,0
125.93.219.80,85.76.36.82,4052,50,1,4052,9.87,2024-10-09 16:09:40,0
75.148.78.49,74.42.213.252,4955,26,5,24775,7.88,2024-09-27 12:08:39,0
96.115.127.158,155.234.111.98,11824,200,28,331072,104.97,2024-10-02 16:09:14,1
82.182.245.70,194.77.112.203,4898,48,1,4898,10.19,2024-10-12 11:45:49,0
125.190.153.108,163.37.203.253,3827,58,5,19135,10.29,2024-10-03 00:38:56,0
141.15.219.93,130.165.167.237,5612,44,5,28060,7.48,2024-10-12 03:03:50,0
85.243.121.110,87.65.188.253,4007,66,1,4007,10.27,2024-09-20 03:38:31,0
78.176.86.199,116.114.42.169,5737,56,4,22948,13.13,2024-10-07 00:54:13,0
45.139.47.122,17.161.231.96,3859,44,1,3859,11.07,2024-10-04 05:32:35,0
122.46.199.235,89.217.183.13,5276,55,4,21104,12.05,2024-09-28 00:33:02,0
108.108.19.178,33.161.38.14,5085,52,2,10170,8.88,2024-09-22 03:58:45,0
88.176.38.53,219.182.43.96,5057,33,3,15171,9.05,2024-10-01 03:24:11,0
214.69.75.116,158.253.122.170,5456,48,1,5456,5.65,2024-10-13 12:32:25,0
157.166.37.82,150.71.216.3,8126,46,3,24378,9.28,2024-09-22 22:56:51,0
128.6.156.165,70.76.60.178,6941,51,5,34705,11.66,2024-09-26 00:45:03,0
105.36.160.91,66.140.209.106,3020,24,4,12080,13.81,2024-10-07 12:20:20,0
123.43.109.11,125.52.105.190,3594,56,4,14376,9.27,2024-10-10 01:47:33,0
28.115.146.25,202.164.150.200,4082,45,2,8164,13.0,2024-09-26 23:13:57,0
3.6.219.26,118.75.131.142,5496,50,1,5496,8.72,2024-09-22 16:46:16,0
11.81.130.118,78.222.117.23,6209,52,1,6209,9.45,2024-10-16 13:38:35,0
56.58.230.47,165.116.152.161,4799,43,3,14397,9.6,2024-10-03 04:44:56,0
89.231.202.253,193.179.217.231,5082,39,5,25410,13.17,2024-09-18 15:00:40,0
98.203.157.164,53.41.78.225,3431,56,4,13724,12.66,2024-10-13 08:13:51,0
31.3.128.193,74.208.191.123,3521,37,5,17605,8.97,2024-10-15 17:52:20,0
58.252.51.206,40.233.66.168,4275,52,2,8550,6.94,2024-10-12 03:31:36,0
31.56.113.80,211.4.14.185,5243,45,4,20972,5.15,2024-09-29 04:37:10,0
162.129.3.61,51.90.69.150,4979,54,1,4979,7.15,2024-09-27 09:55:57,0
44.212.143.211,167.137.40.173,6106,39,4,24424,8.23,2024-10-09 07:50:36,0
6.3.135.96,14.15.137.244,5404,63,2,10808,10.06,2024-09-18 03:45:30,0
161.242.20.8,128.100.255.132,4796,51,3,14388,11.11,2024-09-25 04:29:40,0
17.102.236.49,54.15.94.147,5191,56,3,15573,6.55,2024-09-28 19:42:26,0
185.72.36.181,46.114.152.2,1276,41,4,5104,9.78,2024-10-05 23:44:36,0
183.76.55.221,3.152.50.126,5945,53,2,11890,13.57,2024-09-26 17:11:56,0
206.108.221.55,48.100.204.244,5213,35,3,15639,11.49,2024-10-14 10:59:12,0
47.95.119.81,27.248.174.210,3365,47,5,16825,9.22,2024-10-06 18:43:49,0
115.70.0.207,25.10.205.33,6265,52,3,18795,11.17,2024-10-03 14:29:35,0
205.210.22.190,221.76.46.66,4601,55,1,4601,10.54,2024-10-16 05:33:37,0
16.68.63.75,122.149.216.145,4507,29,4,18028,9.52,2024-09-22 05:21:31,0
132.253.16.154,146.11.154.141,6479,58,2,12958,8.08,2024-10-12 18:42:46,0
47.1.171.92,194.71.220.182,7074,61,1,7074,8.82,2024-10-06 18:27:19,0
167.26.215.54,41.73.174.195,14926,194,10,149260,78.06,2024-09-25 15:46:51,1
82.141.92.209,143.219.84.136,4221,32,5,21105,12.86,2024-09-20 11:32:43,0
24.35.28.233,71.54.1.231,4948,43,2,9896,11.32,2024-10-02 02:14:48,0
214.30.126.159,213.200.102.195,3588,43,3,10764,11.27,2024-09-19 18:31:38,0
194.170.206.61,214.152.13.167,2392,67,5,11960,11.86,2024-10-12 06:50:28,0
89.158.9.112,75.119.17.99,4924,42,5,24620,12.81,2024-09-24 23:29:51,0
54.50.148.221,101.132.233.67,4495,57,4,17980,11.7,2024-09-29 14:05:49,0
155.35.40.253,193.168.206.177,4233,51,4,16932,8.76,2024-09-19 03:56:56,0
113.242.225.211,169.23.195.166,3900,47,5,19500,11.88,2024-09-25 08:33:12,0
177.243.172.238,57.184.56.105,22987,213,45,1034415,81.78,2024-09-28 19:21:10,1
210.131.23.32,9.120.253.125,3352,31,2,6704,6.03,2024-10-12 07:34:37,0
49.202.153.85,200.121.48.95,5394,55,4,21576,11.65,2024-09-27 18:10:03,0
214.160.149.150,50.19.239.65,6373,60,3,19119,7.48,2024-09-24 23:30:36,0
117.163.80.12,147.162.200.38,3593,49,2,7186,10.57,2024-09-17 22:03:13,0
216.131.26.38,24.156.172.193,6062,47,5,30310,9.35,2024-09-26 04:17:36,0
22.134.180.172,152.146.138.71,5161,61,2,10322,12.82,2024-09-21 04:45:41,0
179.232.228.3,9.189.172.57,4251,52,1,4251,8.41,2024-09-25 16:31:24,0
9.217.214.63,79.31.117.210,5532,55,5,27660,13.14,2024-10-07 04:05:24,0
141.99.176.198,83.63.188.99,5381,26,2,10762,8.22,2024-10-13 10:33:56,0
119.219.245.141,30.200.110.19,5670,55,4,22680,8.52,2024-10-09 23:02:54,0
122.129.146.207,19.124.16.54,5816,64,1,5816,8.35,2024-09-23 17:53:08,0
137.214.119.118,86.225.196.77,3587,58,3,10761,11.01,2024-10-15 08:20:00,0
167.180.198.155,108.187.208.194,7250,47,5,36250,10.17,2024-10-05 11:56:24,0
7.60.235.191,145.87.5.71,4808,65,2,9616,13.6,2024-09-26 06:17:02,0
212.202.104.41,218.123.253.190,5309,66,2,10618,12.99,2024-10-04 19:04:14,0
214.37.117.57,107.41.255.83,6499,44,5,32495,9.67,2024-10-14 10:47:24,0
159.187.85.126,121.120.235.1,3547,32,3,10641,6.68,2024-10-02 01:40:58,0
168.70.255.126,63.75.32.85,5397,58,4,21588,12.57,2024-09-20 05:51:52,0
166.41.144.237,142.75.239.76,4260,44,4,17040,9.15,2024-10-10 18:49:13,0
24.1.50.89,159.149.122.133,5033,38,2,10066,9.7,2024-10-17 14:47:32,0
1.132.239.148,28.43.19.245,18763,243,14,262682,132.63,2024-09-21 11:11:28,1
136.111.132.212,90.124.206.185,5607,32,4,22428,11.71,2024-10-13 14:34:36,0
188.27.118.7,55.30.182.233,6196,67,3,18588,7.87,2024-10-12 13:53:44,0
210.192.231.103,182.25.148.183,14917,218,10,149170,119.51,2024-10-07 23:20:48,1
47.231.35.119,25.177.110.255,5126,33,2,10252,10.96,2024-10-05 04:15:52,0
109.63.224.227,71.38.89.6,4335,47,4,17340,8.27,2024-09-28 19:41:53,0
170.236.113.230,47.137.38.84,4937,50,1,4937,13.56,2024-10-03 11:17:57,0
3.75.17.190,192.207.32.149,5513,35,3,16539,10.12,2024-09-28 03:49:40,0
27.172.74.124,218.184.107.15,5161,40,1,5161,13.52,2024-10-01 17:42:57,0
43.164.133.205,117.62.53.158,5700,56,2,11400,6.14,2024-10-07 07:31:00,0
98.97.16.216,107.81.74.195,6782,61,5,33910,13.01,2024-09-24 00:37:37,0
106.157.33.42,1.145.88.100,6691,46,4,26764,11.36,2024-09-26 00:34:46,0
121.194.105.200,209.18.126.140,4939,65,1,4939,9.45,2024-10-11 01:21:50,0
105.141.144.56,124.91.249.14,5294,41,1,5294,8.5,2024-10-09 16:33:21,0
62.68.211.163,72.232.165.242,4923,43,1,4923,11.28,2024-09-20 02:35:22,0
119.198.44.33,30.224.82.32,5243,40,3,15729,10.27,2024-09-30 15:11:51,0
174.0.169.247,156.220.174.59,3531,43,5,17655,9.5,2024-09-28 23:46:18,0
180.12.176.213,194.151.190.32,6379,42,3,19137,14.08,2024-10-07 17:42:09,0
67.35.135.144,134.185.121.6,3322,45,1,3322,7.52,2024-09-18 13:48:11,0
94.52.212.250,182.175.55.148,4498,44,1,4498,7.8,2024-09-21 05:39:37,0
57.198.179.246,188.204.134.168,4046,57,5,20230,12.18,2024-10-02 21:03:40,0
84.23.168.66,210.27.116.57,4989,54,3,14967,4.76,2024-10-07 20:28:32,0
74.140.250.177,74.37.111.252,2929,76,4,11716,11.43,2024-09-22 15:37:10,0
41.243.173.36,5.22.156.6,4594,35,4,18376,13.91,2024-10-05 19:33:34,0
159.28.160.184,164.67.11.123,5091,50,5,25455,9.72,2024-10-15 09:02:03,0
205.128.137.41,184.134.70.98,4105,43,2,8210,12.73,2024-10-09 01:26:20,0
81.225.158.145,82.78.157.192,5843,38,1,5843,12.39,2024-10-12 06:07:07,0
80.62.225.244,83.186.143.202,3954,40,2,7908,12.19,2024-10-06 01:34:29,0
107.47.101.30,195.32.34.4,4762,46,5,23810,10.77,2024-10-02 02:09:04,0
216.43.132.116,167.111.224.183,5538,50,2,11076,8.7,2024-10-14 21:31:38,0
126.117.20.240,214.60.43.222,4530,55,2,9060,10.63,2024-10-17 07:48:11,0
216.0.241.59,63.211.32.73,4941,41,5,24705,12.32,2024-10-07 15:37:06,0
31.215.183.27,194.41.211.231,4844,47,4,19376,13.06,2024-10-02 14:08:05,0
159.65.8.35,31.12.196.179,5834,43,3,17502,8.73,2024-10-05 00:34:36,0
118.171.235.108,19.58.1.79,6291,61,3,18873,12.78,2024-10-10 13:55:58,0
148.17.203.181,181.173.181.251,5709,56,5,28545,8.9,2024-10-13 02:10:06,0
65.227.61.180,40.39.47.184,3847,54,2,7694,9.79,2024-10-14 02:55:21,0
135.178.138.237,22.1.38.109,6076,51,1,6076,9.79,2024-10-10 23:14:17,0
42.83.37.236,143.163.212.155,19412,171,22,427064,109.23,2024-10-09 21:17:35,1
87.60.38.105,47.30.91.93,5034,60,2,10068,9.94,2024-09-25 14:39:07,0
160.215.58.211,204.191.101.233,6372,40,3,19116,12.47,2024-10-13 18:52:52,0
94.30.57.102,150.213.230.234,3694,54,3,11082,10.34,2024-09-23 01:14:31,0
106.29.117.88,222.90.107.38,6611,57,5,33055,6.99,2024-09-29 14:16:40,0
7.133.43.48,97.237.154.250,6604,42,3,19812,10.45,2024-10-08 08:09:50,0
193.68.211.249,212.178.13.46,5382,47,2,10764,8.93,2024-09-28 02:12:33,0
68.80.185.64,215.80.90.175,14431,252,23,331913,66.68,2024-09-24 04:05:06,1
7.168.78.48,8.92.129.30,4870,63,4,19480,12.77,2024-09-24 02:40:49,0
215.112.180.188,216.152.202.124,4481,54,1,4481,9.89,2024-09-27 14:27:43,0
34.23.17.246,67.0.19.100,4871,68,4,19484,6.89,2024-09-21 14:22:38,0
165.109.235.174,192.201.160.249,3761,43,3,11283,9.32,2024-10-01 07:00:36,0
202.47.36.163,110.187.204.222,3774,56,5,18870,9.7,2024-09-23 07:41:15,0
41.202.53.208,200.158.19.36,6749,56,4,26996,10.43,2024-09-28 08:38:41,0
83.18.244.213,80.0.195.170,4597,63,2,9194,8.78,2024-10-08 10:10:31,0
30.98.153.202,29.251.135.7,5842,37,2,11684,10.44,2024-10-07 15:14:45,0
211.105.68.244,210.240.204.79,5511,52,3,16533,12.02,2024-09-19 02:36:29,0
114.216.159.103,49.145.122.177,6050,55,3,18150,16.43,2024-09-20 09:16:31,0
80.101.74.224,140.20.179.178,5005,58,5,25025,11.11,2024-10-02 15:10:10,0
199.158.233.82,187.67.125.188,4451,53,2,8902,11.89,2024-10-16 02:33:59,0
59.211.107.229,174.136.13.139,3744,53,5,18720,9.2,2024-10-06 19:26:12,0
46.151.57.130,47.192.44.10,4077,38,2,8154,12.79,2024-10-12 13:19:41,0
168.215.43.0,105.62.47.146,5477,57,4,21908,15.19,2024-10-15 19:58:53,0
163.2.242.213,11.209.210.99,5183,41,3,15549,9.0,2024-09-25 05:06:45,0
53.145.114.18,222.68.154.118,3873,35,4,15492,10.34,2024-09-19 07:59:16,0
37.254.28.114,194.255.1.161,5890,52,3,17670,12.2,2024-10-07 21:23:40,0
117.150.53.7,120.56.211.42,5920,45,4,23680,7.41,2024-10-16 01:36:58,0
165.162.85.255,20.3.136.34,4990,53,4,19960,9.64,2024-10-03 10:30:51,0
105.128.47.57,65.4.8.80,3590,54,2,7180,12.23,2024-10-02 13:40:56,0
85.112.77.171,81.213.42.25,3488,53,4,13952,9.5,2024-10-05 18:15:57,0
61.145.1.77,86.29.160.17,5856,67,2,11712,10.08,2024-09-20 06:19:08,0
154.122.154.155,75.204.222.46,5883,63,4,23532,8.01,2024-10-15 05:15:06,0
9.118.230.238,86.205.36.114,3966,36,2,7932,9.11,2024-09-18 13:01:43,0
198.45.21.160,93.29.240.158,4542,55,4,18168,12.03,2024-10-06 12:10:49,0
170.174.21.198,147.103.155.9,5153,46,1,5153,6.53,2024-09-24 08:44:47,0
88.64.74.95,154.197.107.245,3955,57,4,15820,9.95,2024-09-29 20:30:09,0
29.244.180.234,210.204.50.139,5822,38,3,17466,10.46,2024-10-14 18:15:57,0
86.41.62.106,62.155.228.96,5490,54,5,27450,8.35,2024-09-19 14:06:45,0
195.201.141.57,181.77.167.30,5326,44,4,21304,11.76,2024-10-09 11:56:21,0
152.57.234.69,16.216.205.69,4434,46,5,22170,9.22,2024-10-16 02:02:56,0
83.184.107.225,137.43.129.228,4318,61,3,12954,10.75,2024-09-23 01:30:25,0
132.92.106.87,52.236.205.114,19845,188,19,377055,99.16,2024-09-22 08:40:44,1
40.14.66.196,168.39.199.6,5720,61,3,17160,9.17,2024-09-28 18:07:54,0
158.212.80.188,121.55.65.129,3480,50,1,3480,10.08,2024-10-10 18:17:41,0
184.244.16.88,174.170.241.112,5704,37,2,11408,12.38,2024-09-20 09:00:01,0
69.155.66.142,101.38.12.9,5096,60,3,15288,7.86,2024-09-18 14:20:49,0
105.198.45.95,33.193.212.57,4598,66,3,13794,9.59,2024-09-25 04:24:45,0
122.210.162.151,10.237.27.254,4396,49,2,8792,7.34,2024-10-02 20:56:35,0
119.122.245.199,25.104.255.189,3893,55,3,11679,11.23,2024-10-12 14:30:14,0
173.15.210.24,222.173.25.119,6694,54,3,20082,8.48,2024-10-17 07:12:11,0
198.13.154.60,78.105.218.87,5202,55,5,26010,10.86,2024-10-10 01:45:23,0
193.219.225.78,87.68.119.107,7120,43,3,21360,6.71,2024-09-21 15:43:24,0
28.28.75.156,223.45.188.112,5015,42,2,10030,10.96,2024-09-27 16:25:31,0
214.247.253.97,131.6.154.20,4104,53,4,16416,10.34,2024-09-24 23:02:29,0
209.6.87.131,46.213.26.149,5210,44,4,20840,10.18,2024-10-07 07:09:14,0
186.131.247.249,212.188.183.180,5895,56,3,17685,9.63,2024-10-02 21:03:09,0
193.249.86.239,174.174.27.109,28455,219,25,711375,99.83,2024-09-27 03:33:56,1
10.134.162.172,155.169.33.83,4640,43,5,23200,10.2,2024-09-29 00:01:27,0
59.15.9.105,163.247.95.32,4404,65,3,13212,8.86,2024-10-01 19:58:33,0
183.96.254.100,128.59.143.29,3944,47,5,19720,11.33,2024-10-06 22:09:15,0
112.35.219.165,140.211.243.36,5233,50,3,15699,12.31,2024-09-18 15:17:45,0
19.21.26.169,148.157.154.117,6568,30,2,13136,11.37,2024-10-06 13:36:40,0
28.169.85.124,69.53.151.35,3464,37,5,17320,7.99,2024-10-07 22:57:15,0
30.46.47.38,69.86.60.88,15646,102,12,187752,88.62,2024-10-05 03:58:56,1
131.50.71.141,82.245.237.81,22531,260,18,405558,66.78,2024-10-15 15:50:32,1
173.219.77.33,63.69.226.98,4057,53,3,12171,12.87,2024-09-19 07:05:49,0
116.99.242.178,136.8.178.212,4661,43,5,23305,10.02,2024-09-25 00:06:14,0
161.142.148.178,190.132.196.128,4259,47,1,4259,8.05,2024-10-05 17:31:53,0
61.65.5.231,47.207.139.225,6167,55,3,18501,9.02,2024-09-30 07:03:35,0
93.252.108.230,77.236.146.232,4222,77,4,16888,8.01,2024-10-17 19:55:03,0
189.127.153.239,28.252.72.47,4577,56,4,18308,8.09,2024-09-21 20:59:00,0
156.148.141.119,205.139.81.215,5319,51,3,15957,8.39,2024-10-17 20:16:54,0
194.52.8.119,178.155.189.123,5459,55,2,10918,11.43,2024-10-06 07:00:20,0
139.27.22.196,2.166.61.109,3716,59,5,18580,7.85,2024-09-29 20:08:29,0
135.117.194.121,34.55.95.197,3646,51,3,10938,6.93,2024-10-13 03:47:21,0
104.70.62.232,163.70.104.17,4398,39,1,4398,9.91,2024-10-12 07:19:03,0
50.200.192.125,151.202.253.106,5309,60,1,5309,9.63,2024-10-06 00:44:44,0
48.119.232.101,105.217.231.47,4152,42,3,12456,4.52,2024-10-04 22:25:43,0
